sitzung,titel
212, Finanzantrag zur Zusatzfinanzierung der Ersti-Fachschaftsfahrt 2025
212, Unterstützung der Fachschaften Medizin Heidelberg und Medizin Mannheim  bei der Demonstration zu einem fairen PJ
212, Satzung zur Benennung der studentischen Mitglieder im Fachrat Lehramt
212, Änderungsantrag: 10.1 Satzung zur Benennung der studentischen Mitglieder im Fachrat Lehramt
212, Änderung der Wahlordnung
212, Beschluss einer Referateordnung
212, Änderungen der Finanzordnung
212, Beschluss der Finanzverwaltungsrichtlinie des StuRa
212, Änderungsantrag: Beschluss der Finanzverwaltungsrichtlinie des StuRa
212, Änderungsantrag zum Beschluss der Finanzverwaltungsrichtlinie
212, Positionierung: Cooler Merch für die VS
212, Änderungsantrag: Cooler Merch für die VS
212, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
212, Positionierung: Gegen Beitragserhöhungen
212, Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
212, GO-Antrag auf Nichtbefassung
212, Änderungsantrag zum Antrag „Positionierung: Günstig mit nicht vorhandenem Bus und Bahn“: Feststellung zum Deutschlandticket für Studierende erneuern
212, Positionierung: Mehr Digitalisierung für Fachschaften wagen
212, Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
212, Positionierung: Auch antislawischer Rassismus ist Rassismus!
212, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
212, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
212, Positionierung: Nein zur Zivilklausel!
212, Positionierung: Ja zur Zivilklausel!
212, Haushalt 2026
212, Änderung der Beitragsordnung zur Anpassung an den Nextbike-Vertrag
212, Verlängerung der Probeflatrate mit dem Völkerkundemuseum
212, Verlängerung der Probeflatrate mit dem Kurpfälzischen Museum
212, Verlängerung der Probe-Flatrate mit dem Taeter-Theater
213, Eröffnung der Sitzung
213, Beschluss der Tagesordnung
213, Ausnahmefall nach §10 Abs. 5 GeschO StuRa
213, Protokoll der 210. Sitzung
213, Protokoll der 211. Sitzung
213, Protokoll der 212. Sitzung
213, Schulungen
213, Haushalt 2026
213, Haushalt an Änderungen der Beitragsordnung anpassen
213, Änderung der Beitragsordnung zur Anpassung an den Nextbike-Vertrag
213, Finanzantrag zur Zusatzfinanzierung der Ersti-Fachschaftsfahrt 2025
213," Kandidatur SAL, stellvertretendes Mitglied"
213, Kandidatur Begleitkreis Radstrategie
213, Kandidatur Referat für Hochschulpolitische Vernetzung
213, Kandidatur für das Referat für Hochschulpolitische Vernetzung
213, Kandidatur für die Schlichtungskommission
213, Kandidatur für die Schlichtungskommission
213, Kandidatur für das Referat IT- und Infrastruktur
213, Kandidatur für die Prozessbegleitende AG zum Campus INF
213, Kandidatur für den Ordnungsausschuss der Universität
213, Kandidatur für den Ordnungsausschuss der Universität
213, Kandidatur für das Finanzreferat
213, Kandidatur für das Lehramtsreferat
213," Kandidatur für Senat: Kommission für die Vergabe der Deutschlandstipendien, stellvertretendes Mitglied"
213," Kandidatur für Senat: Kommission für die Marsilius-Studien, Mitglied"
213, Kandidatur für den Ordnungsausschuss der Universität Stellvertretung
213," Kandidatur für Senat: Senatsausschuss für Gleichstellungsangelegenheiten, Mitglied"
213, Kandidatur für die Schlichtungskommission
213, Kandidatur für das Finanzreferat
213, Gründung einer neuen Fachschaft: Iberoamerikanische Studien
213, Bericht: SAL Vertreter*in
213, Bericht: Vorsitz der Verfassten Studierendenschaft
213, Positionierung: Cooler Merch für die VS
213, Änderungsantrag: Cooler Merch für die VS
213, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
213, Positionierung: Gegen Beitragserhöhungen
213, Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
213, GO-Antrag auf Nichtbefassung
213, Änderungsantrag zum Antrag „Positionierung: Günstig mit nicht vorhandenem Bus und Bahn“: Feststellung zum Deutschlandticket für Studierende erneuern
213, Änderungsantrag zu 11.4.
213, Positionierung: Mehr Digitalisierung für Fachschaften wagen
213, Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
213, Positionierung: Auch antislawischer Rassismus ist Rassismus!
213, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
213, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
213, Positionierung: Nein zur Zivilklausel!
213, Positionierung: Ja zur Zivilklausel!
213, Positionierung: Webauftritt neu gestalten
213, Nicht-Öffentlicher TOP
213, Spontankandidatur fürs Präsidium
213, Restprotokoll
214, Eröffnung der Sitzung
214, Information bzgl. Änderungen gem. § 53 Abs. 4 Zif. 1 OrgS
214, Beschluss der Tagesordnung
214, Protokoll der 212. Sitzung
214, Protokoll der 213. Sitzung
214, Fahrt in das Europaparlament
214, Bericht: Vorsitz
214, Bericht: IT-Referat
214," Bericht: AG Fachrat, Jana Seifert"
214, Kandidatur für das Finanzreferat
214, Kandidatur für das Präsidium
214, Kandidatur für die Schlichtungskommission
214, Kandidatur für das Finanzreferat
214, Kandidatur für das Präsidium
214, Kandidatur für das Referat für Internationale Studierende
214, Kandidatur für den Arbeitskreis Bürgerbeteiligung
214, Kandidatur für das Referat für Verkehr und Kommunales
214, Kandidatur für das Referat für Verkehr und Kommunales
214, Kandidatur für das Lehramtsreferat
214, Förderung der Deutschsprachige Debattiermeistschaft 2026
214, Bitte um finanzielle Förderung der ersten fachübergreifenden Konferenz der Tschecho-Slowakischen Gemeinschaft der Uni HD
214, Bergheim Bolzt finanzieren! - Damit gemeinsamer Fakultätssport mit Studierenden und  Dozierenden möglich und für alle Studierenden zugänglich bleibt
214, : Konzerte des Anglistenchor
214, Finanzierung des PhiloHisto-Sommerfestes in der Altstadt
214, Unterstützung der “Disco Ergo Sum 5.0”
214, Finanzierung TEDxHeidelberg
214, Sammelfinanzantrag für die Erstsemester und Wechsler:innenfahrt der Fachschaft Theologie im Februar 2026
214, Finanzielle Unterstützung der Naturwissenschaftsbälle 2026
214," Lesung ""Politische Geborgenheit. Vor*ankommen in sozialen Bewegungen"" von Clara Tempel"
214," Filmabend ,,The Dupes“"
214, Förderung des 37. Heidelberger Symposiums unter dem Titel “krisenFest ?!”
214, Unterstützung der Filmvorführungen des Studentischen Filmclubs Heidelberg im WiSe25/26
214, Nachträgliche Unterstützung der Filmvorführungen des Studentischen Filmclubs Heidelberg im SoSe25
214, Finanzantrag zur Förderung der 35. Tagung für Computerlinguistik-Studierende (TaCoS) 2026 in Heidelberg
214," Übernahme der Mietkosten von Filmtechnik, ausgeliehen bei MBF Filmtechnik Frankfurt, für ein Projekt des studentischen Filmkreises Heidelberg"
214, Gründung einer neuen Fachschaft: Iberoamerikanische Studien
214, Satzungsänderung: zwei Vergleichsangebote reichen auch
214, Positionierung: Gegen Beitragserhöhungen
214, Änderungsantrag: Gegen Beitragserhöhungen
214, Positionierung: Mehr Digitalisierung für Fachschaften wagen
214, Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
214, Änderungsantrag zum Antrag „Positionierung: Günstig mit nicht vorhandenem Bus und Bahn“: Feststellung zum Deutschlandticket für Studierende erneuern
214, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
214, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
214, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
214, Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
214, Änderungsantrag: Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
214, Positionierung: Auch antislawischer Rassismus ist Rassismus!
214, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
214, Positionierung: Cooler Merch für die VS
214, Änderungsantrag: Cooler Merch für die VS
214, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
214, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
214, Positionierung: Nein zur Zivilklausel!
214, Positionierung: Ja zur Zivilklausel!
214, Positionierung: Verhandlungsteam für die neuen Räume
214, Positionierung: Webauftritt neu gestalten
216, Eröffnung der Sitzung
216, Beschluss der Tagesordnung
216, Protokoll der 213. Sitzung
216, Protokoll der 214. Sitzung
216, Protokoll der 215. Sitzung
216, Workshop zu Prüfungsordnung
216, Sonstiger Antrag: Abwahl Philip Tuparev (Präsidium)
216, Bericht: Referat für Verkehr und Kommunales
216, Sonstiger Antrag: Mitteilung an den StuRa nach § 53 Abs. 5 OrgS
216, Bericht: Referat für Konstitution der VS und Gremienkoordination
216, Bergheim Bolzt finanzieren! - Damit gemeinsamer Fakultätssport mit Studierenden und  Dozierenden möglich und für alle Studierenden zugänglich bleibt
216, Förderung der Deutschsprachige Debattiermeistschaft 2026
216, Bitte um finanzielle Förderung der ersten fachübergreifenden Konferenz der Tschecho-Slowakischen Gemeinschaft der Uni HD
216, : Konzerte des Anglistenchor
216, Finanzierung des PhiloHisto-Sommerfestes in der Altstadt
216, Unterstützung der “Disco Ergo Sum 5.0”
216, Finanzierung TEDxHeidelberg
216, Sammelfinanzantrag für die Erstsemester und Wechsler:innenfahrt der Fachschaft Theologie im Februar 2026
216, Finanzielle Unterstützung der Naturwissenschaftsbälle 2026
216, Förderung des 37. Heidelberger Symposiums unter dem Titel “krisenFest ?!”
216, Unterstützung der Filmvorführungen des Studentischen Filmclubs Heidelberg im WiSe25/26
216, Nachträgliche Unterstützung der Filmvorführungen des Studentischen Filmclubs Heidelberg im SoSe25
216, Finanzantrag zur Förderung der 35. Tagung für Computerlinguistik-Studierende (TaCoS) 2026 in Heidelberg
216," Übernahme der Mietkosten von Filmtechnik, ausgeliehen bei MBF Filmtechnik Frankfurt, für ein Projekt des studentischen Filmkreises Heidelberg"
216, Entsendung 12 FSler (VWL) zur Bundes-Fachschaften-Konferenz
216, Gemeinsame Behandlung der WaKo-Kandidaturen in zweiter Lesung
216, Kandidatur für das Finanzreferat
216, Kandidatur für das Referat für Internationale Studierende
216, Kandidatur für das Referat für Verkehr und Kommunales
216, Kandidatur für das Referat für Verkehr und Kommunales
216, Kandidatur für die Wahlkommission
216, Kandidatur für die Wahlkommission
216, Kandidatur für die Wahlkommission
216, Kandidatur für die Wahlkommission
216, Kandidatur für die Wahlkommission
216, Kandidatur für die Wahlkommission
216, Kandidatur für die Wahlkommission
216, Kandidatur für die Wahlkommission
216, Kandidatur für die Wahlkommission
216, Kandidatur für den Arbeitskreis Bürgerbeteiligung
216, Kandidatur für die Schlichtungskommission
216, Kandidatur für das Lehramtsreferat
216, Kandidatur für den QSM-Ausschuss
216, Kandidatur für die Stellvertretung des universitären Transferbeirat
216, Kandidatur für das StuWe-Referat
216, Kandidatur für den HSE-Rat
216, Bericht: Vorsitz
216, Bericht: Finanzreferat
216, Bericht: IT-Referat
216, Bericht: VS-Mitglied im Senat
216," Bericht: AG Fachrat, Jana Seifert"
216, Bericht: Kirsten Heike Pistel
216, Bericht: AG Wahlen
216, Gründung einer neuen Fachschaft: Iberoamerikanische Studien
216, Satzungsänderung: zwei Vergleichsangebote reichen auch
216, Positionierung: Gegen Beitragserhöhungen
216, Änderungsantrag: Gegen Beitragserhöhungen
216, Änderungsantrag: Positionierung: Gegen Beitragserhöhung
216, Positionierung: Mehr Digitalisierung für Fachschaften wagen
216, Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
216, Änderungsantrag zum Antrag „Positionierung: Günstig mit nicht vorhandenem Bus und Bahn“: Feststellung zum Deutschlandticket für Studierende erneuern
216, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
216, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
216, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
216, Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
216, Änderungsantrag: Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
216, Positionierung: Auch antislawischer Rassismus ist Rassismus!
216, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
216, Positionierung: Cooler Merch für die VS
216, Änderungsantrag: Cooler Merch für die VS
216, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
216, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
216, Positionierung: Nein zur Zivilklausel!
216, Positionierung: Ja zur Zivilklausel!
216, Positionierung: Verhandlungsteam für die neuen Räume
216, Positionierung: Licht in den Schatten bringen
216, Positionierung: Themenschwerpunkt für die Fragerunde im EU-Parlament
216, Änderungsantrag: Themenschwerpunkt für die Fragerunde im EU-Parlament
216, Positionierung: Webauftritt neu gestalten
216, Diskussion: Was wollt ihr mit der StuWe-Geschäftsführung besprechen?
217, Eröffnung der Sitzung
217, Beschluss der Tagesordnung
217, Protokoll Besuch der Geschäftsführung
217, Bericht: Stuwe-Referat
217, Kandidatur für das StuWe-Referat
217, Bericht: QSM-Referat
217, Protokoll der 213. Sitzung
217, Protokoll der 214. Sitzung
217, Protokoll der 215. Sitzung
217, Protokoll der 216. Sitzung
217, Sprechstunde: IT-Referat
217, Termin: 1. Lesung für die Wahl zur StuWeVV am 27.01.2026
217, Sonstiger Antrag: Mitteilung an den StuRa nach § 53 Abs. 5 OrgS
217, Bericht: Vorsitz
217, Bericht: Finanzreferat
217, Bericht: IT-Referat
217, Bericht: VS-Mitglied im Senat
217," Bericht: AG Fachrat, Jana Seifert"
217, Bericht: Kirsten Heike Pistel
217, Bericht: AG Wahlen
217, Bericht: Enthinderungsreferat
217, Bericht: Anti-Antisemitismusreferat
217," Änderungsantrag: Filmabend ,,The Dupes“ (aus der 215. Sitzung am 9.12.2025)"
217, Kandidatur für das Finanzreferat
217, Kandidatur für das Referat für Internationale Studierende
217, Kandidatur für das Referat für Verkehr und Kommunales
217, Kandidatur für das Referat für Verkehr und Kommunales
217, Kandidatur für den Arbeitskreis Bürgerbeteiligung
217, Positionierung: Fachratswahlen erhalten!
217, Finanzantrag: Bereitstellung der Mittel für eine weitere Fachratswahl
217, Nicht-Öffentlicher Antrag: Verfahrensantrag
217, Gründung einer neuen Fachschaft: Iberoamerikanische Studien
217, Satzungsänderung: zwei Vergleichsangebote reichen auch
217, Positionierung: Gegen Beitragserhöhungen
217, Änderungsantrag: Gegen Beitragserhöhungen
217, Änderungsantrag: Positionierung: Gegen Beitragserhöhung
217, Positionierung: Mehr Digitalisierung für Fachschaften wagen
217, Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
217, Änderungsantrag zum Antrag „Positionierung: Günstig mit nicht vorhandenem Bus und Bahn“: Feststellung zum Deutschlandticket für Studierende erneuern
217, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
217, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
217, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
217, Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
217, Änderungsantrag: Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
217, Positionierung: Auch antislawischer Rassismus ist Rassismus!
217, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
217, Positionierung: Cooler Merch für die VS
217, Änderungsantrag: Cooler Merch für die VS
217, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
217, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
217, Positionierung: Nein zur Zivilklausel!
217, Positionierung: Ja zur Zivilklausel!
217, Positionierung: Verhandlungsteam für die neuen Räume
217, Positionierung: Licht in den Schatten bringen
217, Protokoll Redestatistik
217, Protokoll für die Durchführung
217," Sonstiger Antrag: Dringliche Neufassung des Finanzantrags: ""Filmabend ,,The Dupes“ (aus der 215. Sitzung am 9.12.2025)"" mit allen notwendigen Voranträgen"
217, Sonstiger Antrag: Vorgehensweisen in einem Einzelfall: Delegation der Entsendung zur Auswahlkommission des Marie-Luise Jung-Preis 2026
217, Positionierung: Webauftritt neu gestalten
217, Kandidatur für die Schlichtungskommission
217, Kandidatur für das Lehramtsreferat
217, Kandidatur für den QSM-Ausschuss
217, Kandidatur für die Stellvertretung des universitären Transferbeirat
217, Kandidatur für das StuWe-Referat
217, Kandidatur für das Personalkommitee der RefKonf
218, Eröffnung der Sitzung
218, Beschluss der Tagesordnung
218, Protokoll der 213. Sitzung
218, Protokoll der 214. Sitzung
218, Protokoll der 215. Sitzung
218, Protokoll der 216. Sitzung
218, Protokoll der 217. Sitzung
218, Termine: Finanz- und Bestellsprechstunde
218, Sonstiger Antrag: Mitteilung an den StuRa nach § 53 Abs. 5 OrgS
218, Sonstiger Antrag: Sitzungstermine für das Sommersemester
218, Bericht: Vorsitz
218, Bericht: VS-Mitglied im Senat
218, Bericht: Innenreferat
218, Bericht: IT’s FuN
218, Bericht: Referat für hochschulpolitische Vernetzung
218, Bericht: Enthinderungsreferat
218, Bericht: autonomes Queerreferat
218, Bericht: Pobi-Referat
218, Bericht: Referat für Lehre und Lernen
218, Bericht: Wahlkommission und AG Wahlen
218, Bericht: WaKo
218, Verlesung der Kandidaturen
218, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
218, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
218, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
218, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
218, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
218, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
218, Kandidatur: Schlichtungskommission
218, Kandidatur: Schlichtungskommission
218, Kandidatur: Schlichtungskommission
218, Kandidatur: Schlichtungskommission
218, Kandidatur: Schlichtungskommission
218, Kandidatur für das Lehramtsreferat
218, Kandidatur: QSM-Ausschuss
218, Kandidatur: QSM-Ausschuss
218, Kandidatur: QSM-Ausschuss
218, Kandidatur: QSM-Ausschuss
218, Kandidatur: QSM-Ausschuss
218, Kandidatur für die Stellvertretung des universitären Transferbeirat
218, Kandidatur für das StuWe-Referat
218, Kandidatur für das StuWe-Referat
218, Kandidatur: HSE-Rat
218, Kandidatur: Finanzreferat
218, Kandidatur: Finanzreferat nach LHG
218, Kandidatur: Finanzreferat nach LHG
218, Kandidatur: AI Board
218, Kandidatur: Referat für IT und Infrastruktur
218, Kandidatur: Referat für IT und Infrastruktur
218, Kandidatur: Haushalts- und Finanzausschuss des StuRa
218, Verlängerung der Probeflatrate mit dem Völkerkundemuseum (Nachverhandlung)
218, Positionierung: Fachratswahlen erhalten!
218, Finanzantrag: Bereitstellung der Mittel für eine weitere Fachratswahl
218, Nicht-Öffentlicher Antrag: Verfahrensantrag
218, Sonstiger Antrag: Vorgehensweisen in einem Einzelfall: Delegation der Entsendung zur Auswahlkommission des Marie-Luise Jung-Preis 2026
218, Gründung einer neuen Fachschaft: Iberoamerikanische Studien
218, Satzungsänderung: zwei Vergleichsangebote reichen auch
218, Satzungsänderung: Geschäftsordnung des StuRa
218, Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
218, Änderungsantrag zum Antrag „Positionierung: Günstig mit nicht vorhandenem Bus und Bahn“: Feststellung zum Deutschlandticket für Studierende erneuern
218, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
218, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
218, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
218, Positionierung: Freie Entsendung für die LaStuVe
218, Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
218, Änderungsantrag: Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
218, Positionierung: Auch antislawischer Rassismus ist Rassismus!
218, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
218, Positionierung: Cooler Merch für die VS
218, Änderungsantrag: Cooler Merch für die VS
218, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
218, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
218, Positionierung: Nein zur Zivilklausel!
218, Positionierung: Ja zur Zivilklausel!
218, Positionierung: Verhandlungsteam für die neuen Räume
218, Positionierung: Licht in den Schatten bringen
218, Positionierung: Unterstützung der DZG-Petition für glutenfreie Verplegung in öffentlichen Einrichtungen
218, Positionierung: Antrag zur Positionierung des StuRa zum Thema (preiswertes) studentisches Wohnen - innerhalb und außerhalb von Wohnheimen (des StuWe=
218, Positionierung: Webauftritt neu gestalten
219, Eröffnung der Sitzung
219, Beschluss der Tagesordnung
219, Protokoll der 213. Sitzung
219, Protokoll der 214. Sitzung
219, Protokoll der 215. Sitzung
219, Protokoll der 218. Sitzung
219, Sonstiger Antrag: Sitzungstermine für das Sommersemester
219, Bericht: Vorsitz
219, Bericht: Anti-Antisemitismusreferat
219, Bericht: Finanzreferat
219, Bericht des Notlagenausschusses
219, Bericht: IT-Referat
219, Bericht: Sozialreferat
219, Bericht: Nicht-Öffentlich: Sozialreferat
219, Bericht: AG Fachrat
219, Verlängerung der Probeflatrate mit dem Völkerkundemuseum (Nachverhandlung)
219, Abwahl der Referent*innen des QSM-Referats wegen mangelhafter Amtsführung
219, Abwahl der kommissarisch amtierenden Mitglieder des QSMA
219, Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
219, Änderungsantrag zum Antrag „Positionierung: Günstig mit nicht vorhandenem Bus und Bahn“: Feststellung zum Deutschlandticket für Studierende erneuern
219, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
219, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
219, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
219, Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
219, Änderungsantrag: Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
219, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
219, Positionierung: Cooler Merch für die VS
219, Änderungsantrag: Cooler Merch für die VS
219, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
219, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
219, Positionierung: Nein zur Zivilklausel!
219, Positionierung: Ja zur Zivilklausel!
219, Positionierung: Verhandlungsteam für die neuen Räume
219, Positionierung: Licht in den Schatten bringen
219, Positionierung: Unterstützung der DZG-Petition für glutenfreie Verplegung in öffentlichen Einrichtungen
219, Positionierung: Freie Entsendung für die LaStuVe
219, Änderungsantrag: Freie Entsendung für die LaStuVe
219," Änderungsantrag zu Positionierung: ""Freie Entsendung für die LaStuVe"""
219, Positionierung: Antrag zur Positionierung des StuRa zum Thema (preiswertes) studentisches Wohnen - innerhalb und außerhalb von Wohnheimen (des StuWe=
219, Positionierung: Für Eigeninteressen der VS eintreten; FS-Räume fördern
219, Satzungsänderung: Geschäftsordnung des StuRa
219, Änderungsantrag zur Änderung der GeschO-StuRa
219, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
219, Kandidatur: QSM-Ausschuss
219, Kandidatur: Referat für Internationale Studierende
219," Kandidatur: Inter*, Trans*, Frauen und Non- Binary Referat"
219, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
219, Kandidatur: Schlichtungskommission
219, Kandidatur: Lehramtsreferat
219, Kandidatur: QSM-Ausschuss
219, Kandidatur: Stellvertretung des universitären Transferbeirat
219, Kandidatur: StuWe-Referat
219, Kandidatur: HSE-Rat
219, Kandidatur: AI Board
219, Kandidatur: Referat für IT und Infrastruktur
219, Kandidatur: Finanzreferat
219, Kandidatur: Finanzreferat nach LHG
219, Kandidatur: Finanzreferat nach LHG
219, Kandidatur: Haushalts- und Finanzausschuss des StuRa
222, Eröffnung der Sitzung
222, Beschluss der Tagesordnung
222, Protokoll der 215. Sitzung
222, Nicht-öffentliches Protokoll der 217. Sitzung
222, Protokoll der 220. Sitzung
222, Protokoll der 221. Sitzung
222, Bericht: Vorsitz
222, Bericht: Vorsitz
222, Bericht: Vorsitz & ITI-Referat
222, Bericht: IT Referat
222, Bericht: Beschluss der SchliKo
222, Bericht: Kulturreferat
222, Diskussion: Designierten Landtagsabgeordneten Florian Kollmann in den StuRa einladen
222," Diskussion: Rücksprache zum Termin der Urabstimmung, StuRa-Wahl & Fachschaftsratswahlen im SoSe 2026"
222, Verfahrensantrag: Diskussion und Beschluss der Themen für den Besuch der Rektorin
222, Verlängerung der Probeflatrate mit dem Völkerkundemuseum (Nachverhandlung)
222, Finanzierung der Trikots für das Winckelmann Cup-Team der Fachschaft KlArchoByz
222, Finanzielle Unterstützung der Naturwissenschaftsbälle 2026
222, Juraball 2026
222, Kandidatur: Finanzreferat
222, Kandidatur: Gremien- und Innenreferat
222, Kandidatur: Stellvertreter der Mitglieder der Vertretungsversammlung des StuWe
222, Kandidatur: Referat für IT und Infrastruktur
222, Kandidatur: Referat für politische Bildung
222, Kandidatur: Rektoratskommission Partnerschaftliches Verhalten
222, Kandidatur: Schlichtungskommission
222, Kandidatur: Senatausschuss zur Überprüfung einer Ehrensenatorwürde
222, Kandidatur: VS-Mitglied im Senat
222, Kandidatur: Universitätsrat
222, Kandidatur: IT´s FuN Referat
222, Kandidatur: Haushalts- und Finanzausschuss des StuRa
222, Kandidatur: QSM-Ausschuss
222, Kandidatur: Referat für Internationale Studierende
222," Kandidatur: Inter*, Trans*, Frauen und Non- Binary Referat"
222, Kandidatur Notlagenausschuss
222, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
222, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
222, Positionierung: Cooler Merch für die VS
222, Änderungsantrag: Cooler Merch für die VS
222, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
222, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
222, Positionierung: Nein zur Zivilklausel!
222, Positionierung: Ja zur Zivilklausel!
222, Positionierung: Verhandlungsteam für die neuen Räume
222, Positionierung: Licht in den Schatten bringen
222, Positionierung: Unterstützung der DZG-Petition für glutenfreie Verplegung in öffentlichen Einrichtungen
222, Positionierung: Antrag zur Positionierung des StuRa zum Thema (preiswertes) studentisches Wohnen - innerhalb und außerhalb von Wohnheimen (des StuWe=
222, Satzungsänderung: Wahlordnung
222, Satzungsänderung: Geschäftsordnung des StuRa
222, Änderungsantrag zur Änderung der GeschO-StuRa
222, Änderung der Satzung der Studienfachschaft American Studies
223, Eröffnung der Sitzung
223, Beschluss der Tagesordnung
223, Sonstiger Antrag: GO-Antrag auf Aufnahme eines Antrags auf die TO: Unterstützung der Stellungnahme der SRK Sachsen-Anhalt zum Antrag der Fraktion AfD im Landtag Sachsen-Anhalt
223, Protokoll der 215. Sitzung
223, Protokoll der 221. Sitzung
223, Protokoll der 222. Sitzung
223, Sonstiger Antrag: Termin: Sozialsprechstunde ab nächster Woche freitags von 16 - 19 Uhr!
223, Bericht: Vorsitz
223, Bericht: Kulturreferat
223, Bericht: Referat für hochschulpolitische Vernetzung
223, Bericht: Stuwe-Referat
223, Bericht: IT-Referat
223, Bericht AG Fachrat
223, Finanzielle Unterstützung der Naturwissenschaftsbälle 2026
223, Juraball 2026
223, Änderungsantrag: Förderung der Deutschsprachigen Debattiermeisterschaft 2026
223, Verlesung der Kandidaturen
223, Kandidatur: StuWe-Referat
